item,itemLabel,startDate,endDate,sourceDate,psid
Q108461960,Albert Nhlanhla Shabangu,1998,2001,,Q108461960-C52D1135-5275-42F8-A545-259725A03F5C
Q108461961,Abednego Ntshangase,2001,2003,,Q108461961-C795B2B9-C4D1-4FC2-8568-B2428AAAF8E7
Q108461963,Roy Fanourakis,2003,2003,,Q108461963-07B335CF-7578-46CC-A11C-D1DC0C1DE781
Q108461964,Mabili Dlamini,2003,2006,,Q108461964-73B2BE5A-5F94-4EB6-B642-4BFAEF0145ED
Q3324762,Moses Mathendele Dlamini,2006,2008,2022-10-08,Q3324762-D340D675-2E6E-4CDB-BAE2-5C72540E0056
Q58271,Lutfo Dlamini,2008,2011,2022-10-08,Q58271-8033EB84-8988-403F-A13E-0A922D4AD064
Q108461965,Mtiti Fakudze,2011,2013,,Q108461965-8F4692CB-BB09-44ED-BF79-8295688DE977
Q108461966,Mgwagwa Gamedze,2013,2018,,Q108461966-84C46646-445D-49D3-9F62-3AD72B2749B7
Q484720,Sotsha Dlamini,2013,2013,2022-10-08,Q484720-E41BD6B3-B899-4C0A-845B-949AF323FA87
Q98893969,Joel Musa Nhleko,2018,2018,2022-10-08,Q98893969-A2F0F12B-F910-4C5E-86BE-93259DE909F7
Q64747413,Thuli Dladla,2018-11-02,,,Q64747413-3B22F835-B6FD-4E9F-830F-7CD21D200CB8
